Student_ID,Age,Gender,University_Year,Sleep_Duration,Study_Hours,Screen_Time,Caffeine_Intake,Physical_Activity,Sleep_Quality,Weekday_Sleep_Start,Weekend_Sleep_Start,Weekday_Sleep_End,Weekend_Sleep_End,Academic_Score,Performance_Level
474,21,Other,2nd Year,8.7,8.9,2.7,3,53,3,9.71,16.09,7.15,10.85,48.11529933481154,Moderate
475,20,Other,3rd Year,4.3,4.2,2.5,2,69,2,17.25,11.4,8.36,9.54,45.565410199556545,Moderate
476,25,Female,3rd Year,6.7,3.6,1.9,2,100,8,3.19,8.43,6.36,10.06,71.72949002217295,High
477,18,Female,4th Year,7.5,4.2,3.8,3,56,6,5.55,10.14,7.84,7.32,43.73614190687361,Moderate
478,25,Female,3rd Year,8.4,9.3,2.2,4,9,6,7.31,19.03,8.98,7.19,29.32372505543238,Low
479,18,Female,1st Year,7.6,7.9,1.3,1,39,9,9.04,18.56,6.26,7.08,50.0,Moderate
480,21,Female,3rd Year,8.0,2.2,2.9,0,6,8,3.87,4.42,7.7,7.76,17.07317073170732,Low
481,21,Female,1st Year,5.7,2.1,1.3,4,102,4,17.32,10.83,8.38,8.66,62.084257206208434,Moderate
482,23,Female,1st Year,8.1,1.2,2.0,5,37,4,3.66,4.6,8.66,10.74,23.11529933481153,Low
483,22,Other,1st Year,4.4,7.9,2.5,3,84,9,5.42,14.57,7.87,8.83,73.17073170731707,High
484,23,Other,2nd Year,8.5,9.2,3.6,0,60,1,6.29,9.71,6.13,8.16,50.498891352549904,Moderate
485,22,Other,4th Year,6.7,3.2,2.5,2,83,2,10.21,11.53,6.31,9.25,51.10864745011088,Moderate
486,23,Other,1st Year,8.1,0.3,3.1,1,2,2,16.83,15.62,5.08,7.45,0.0,Low
487,20,Female,1st Year,6.3,1.0,4.0,5,50,6,13.11,12.6,8.04,9.44,32.09534368070953,Low
488,21,Male,2nd Year,7.2,11.6,1.4,2,85,4,5.34,11.95,5.17,9.27,74.77827050997783,High
489,18,Female,1st Year,6.6,3.5,1.8,3,46,10,21.33,17.98,8.46,10.17,44.40133037694014,Moderate
490,22,Male,3rd Year,7.7,9.2,2.2,0,67,3,5.58,15.7,5.47,10.95,58.48115299334812,Moderate
491,25,Other,3rd Year,4.4,7.5,2.3,3,91,3,16.96,6.17,5.69,8.0,66.29711751662971,Moderate
492,22,Female,4th Year,4.3,4.6,2.2,0,75,3,18.97,3.68,6.91,9.04,52.71618625277162,Moderate
493,18,Other,1st Year,5.2,2.5,3.7,4,37,6,19.57,14.8,7.95,10.64,28.93569844789357,Low
494,23,Female,2nd Year,4.8,1.5,3.1,1,114,8,21.43,15.86,5.56,10.14,74.7228381374723,High
495,22,Other,3rd Year,8.4,7.4,2.8,4,35,7,11.0,18.1,6.76,8.95,40.85365853658537,Moderate
496,24,Male,2nd Year,5.1,9.3,1.9,4,110,4,17.42,8.43,6.93,10.78,82.1507760532151,High
497,20,Male,2nd Year,8.9,7.7,3.5,3,40,4,1.22,15.54,5.85,7.23,39.4678492239468,Low
498,21,Male,3rd Year,5.7,6.4,3.9,1,68,10,9.94,2.25,5.46,10.72,62.97117516629712,Moderate
499,18,Female,2nd Year,4.9,0.5,3.5,0,12,2,19.1,15.49,8.35,7.2,6.31929046563193,Low
500,21,Male,3rd Year,7.9,11.6,1.0,0,86,1,7.54,14.12,7.01,9.19,71.67405764966742,High
